product_id,model_name,paradigm,horizon,MAE,RMSE,SMAPE
P11015,gru,local,120,2.7825313190837484,3.3389148671847795,3.3941253678654637
P11015,gru,local,250,2.573080600836338,2.85476892891289,3.15566889115923
P11018,baseline,local,1,0.0915750915750915,0.6766649524509585,0.0939231708414312
P11018,baseline,local,20,1.2454212454212454,2.495417044725436,1.2700245345001004
P11018,baseline,local,60,2.3076923076923075,3.606059206899272,2.3593500515371275
P11018,baseline,local,120,2.765567765567765,4.071251843732045,2.8150606948423484
P11018,baseline,local,250,5.65934065934066,6.412270745782348,5.816884208013927
P11018,arima,local,1,0.0915750918154965,0.6766649524509585,0.0939231710868973
P11018,arima,local,20,1.2454212455654885,2.495417044629097,1.270024534649436
P11018,arima,local,60,2.3076923077403886,3.606059206765938,2.359350051590333
P11018,arima,local,120,2.765567765519685,4.071251843613946,2.815060694789276
P11018,arima,local,250,5.659340659292578,6.412270745594892,5.816884207961143
P11018,lightgbm,local,1,2.082867980735462,2.8940881556183062,2.1730589485029848
P11018,lightgbm,local,20,9.491514856303535,10.02975639002927,10.332784878516792
P11018,lightgbm,local,60,8.451238239400505,9.228533983195078,9.062214422617371
P11018,lightgbm,local,120,10.22763923226403,10.847187197847107,10.900450976261622
P11018,lightgbm,local,250,15.305867594032792,16.116515175767596,16.59988867399194
P11018,random_forest,local,1,5.236263736263735,5.611666941364735,5.589181977561598
P11018,random_forest,local,20,8.6007326007326,9.473908647171193,9.350482256783955
P11018,random_forest,local,60,7.468131868131867,8.176697883521701,7.956103324480853
P11018,random_forest,local,120,10.839926739926742,11.215473677774376,11.58841827637498
P11018,random_forest,local,250,15.728906186406189,16.489026946854874,17.102542491236775
P11018,mlp,local,1,0.5646218100746909,0.8856633094623749,0.5875572205480646
P11018,mlp,local,20,4.928127777882112,5.669712136107455,5.225156564078662
P11018,mlp,local,60,10.325589861188616,11.041855106631468,11.198967065226029
